,id,lang,text,negative,positive,neutral
218,1623281023160053762,EN,"RT @losientocookie: still waiting @netflix

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/mrecL0xmax",-1,2,1
219,1623281007284592640,EN,@1capplegate @netflix @SAGawards @deadtome You were so good in this series! I loved it!,-1,5,1
220,1623281000511062016,EN,"RT @lavenderghostco: Okay but for real

LOCKWOOD AND CO PROFILE ICONS WHEN????

(Also bloopers plz thx)

#LockwoodAndCo #renewlockwoodandco…",-1,1,0
221,1623280958114766850,EN,RT @Eozkan8Eozkan: @netflix The only thing we are looking for is Warrior Nun! Bring it back! #SaveWarriorNun #WarriorNun https://t.co/MRnFB…,-1,2,1
222,1623280953329344512,EN,"@AlexeiRomanov13 @MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle I believe yes, they have more money than Sam, even Sam has admitted that.",-1,1,0
223,1623280941253681152,EN,"RT @BatfleckMovie: We all know Ben Afflecks Batman film had @JoeManganiello as Deathstroke, but what other villains would you like to see m…",-3,1,-1
224,1623280926322212864,EN,"RT @LennaPo: Meet the Tarasks Against Netflop coalition (T.A.N. for short). Demands are simple; They just want the nuns back. 
Remember, gi…",-1,1,0
225,1623280923419574276,EN,"Okay but for real

LOCKWOOD AND CO PROFILE ICONS WHEN????

(Also bloopers plz thx)

#LockwoodAndCo #renewlockwoodandco @NetflixUK @netflix",-1,1,0
226,1623280870504136704,EN,"@caitylotzalways @JamesGunn @netflix @PlutoTV @Asylum_Wolf1234 @asineth @BeebosLegends @cjsaysanynez @MichellaLance @CampaignLegends @LVandzhura @saralance85 True!
#SaveLegendsOfTomorrow #LegendsOfTomorrow #dc #Arrowverse Legends of Tomorrow",-1,3,1
227,1623280847347650561,EN,do it for jake @heretv @HereMediaInc @AmazonVideo @netflix @hulu @Showtime @showcasedotca #WeWantEyewitnessSeason2,-1,1,0
228,1623280815328186368,EN,"I Just Entered to Win a @Roku, @Hulu gift card, @Netflix Gift Card, &amp; @Antennasdirect.
@CordCuttersNews Enter Here: https://t.co/wjnjNiblTl",-1,1,0
229,1623280790661390337,EN,"@saralance85 @JamesGunn @netflix @PlutoTV Exactly!
#SaveLegendsOfTomorrow #LegendsOfTomorrow #dc #Arrowverse Legends of Tomorrow",-1,2,1
230,1623280773255303169,EN,"@SpringBrad1 @ZombiGamerGurl @AlexeiRomanov13 @monica531 @Kaz70949137 @BeeWilde2 @scammingduchess @AnastasiaRoya20 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @TheBolter @PaulBurrell Yep ! Its quite bizarre! Why would people help her, maybe they being paid !?",-3,2,-1
231,1623280760089198593,EN,"RT @F1: The wait is almost over.

Season 5, coming February 24, only on @netflix! 📺

#F1 #DriveToSurvive https://t.co/8aoFRz18aN",-1,2,1
232,1623280733774127105,EN,"@Most @netflix Jo 10:27-30 My sheep hear my voice, and I know them, and they follow me; And I give them eternal life, and they will never perish, and no one will pluck them out of my hand. gave, is greater than all; and no one can snatch them out of my Father's hand. I and the Father are one",-2,3,1
233,1623280724747902977,EN,RT @netflix: Four photos to remind you that Narcos = 30 episodes of Pedro Pascal https://t.co/MPLyGnw3rd,-1,1,0
234,1623280668502286344,EN,@TourreBakahai @netflix Scooby Doo is a British disgrace 😵‍💫😵‍💫,-4,1,-1
235,1623280664060788736,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
236,1623280616258117634,EN,"RT @lockwoodandco13: @NME @NetflixUK WE NEED SEASON 2 PLEASEEEEEEEEE #LockwoodandCo
#renewlockwoodandco 
#savelockwoodandco
@FictionComplet…",-1,3,1
237,1623280561308545027,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
238,1623280515405971458,EN,"RT @AdiVerb: Why doesn’t Track&amp;Field have a show like @F1 ? 

-Same format as the @netflix series. 

-Follow the diamond league circuit.

-…",-1,2,1
239,1623280501598330881,EN,"@SarahLouis_SL @JamesGunn @GBerlanti @wbd @WBDAdSales @wbpictures @warnerbrostv @warnerbros @DCComics @hbomax @HBOMaxHelp @TheCW @PrimeVideo @PlutoTV @netflix And we'll keep on trending!!
#SaveLegendsOfTomorrow #LegendsOfTomorrow #dc #Arrowverse Legends of Tomorrow",-1,2,1
240,1623280496686800906,EN,RT @CryptKeeper1225: Tales from the Crypt belongs on streaming! @hbomax @netflix @hulu @paramountplus Give the Cryptkeeper back to the peop…,-1,2,1
241,1623280487174225920,EN,"@PurpleR31869438 @MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle cld they afford it ?
her Truth is so GREAT  !?! https://t.co/YHrz3C1ZfQ",-1,4,1
242,1623280476168355840,EN,"RT @ChaEunwooINTL: After #TrueBeauty, #ChaEunwoo's movie #DECIBEL is coming soon on #Netflix

Stay tuned to watch the heart-wrenching story…",-1,1,0
244,1623280471562940417,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
246,1623280458263040001,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
247,1623280450033823745,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
248,1623280443595362304,EN,"RT @warriornunchile: Hey @netflix if you don't wanna save Warrior Nun then you should set it free! Stop being so selfish and greedy.

NETFL…",-4,3,-1
251,1623280429364137985,EN,"RT @JamesThompsonKS: #SaveWarriorNun in a nutshell!
Piss or get off the pot @netflix Renew or release #WarriorNun 

NETFLIX BRING BACK OCS…",-3,3,-1
253,1623280397168820226,EN,@AlexeiRomanov13 @MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle @wallissimpson I do think M has support from wealthy acquaintances!,-1,3,1
254,1623280396069920768,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix https://t.co/FJcc5pwXxx",-1,2,1
255,1623280382207467522,EN,"RT @TourreBakahai: The judge should summon Omid Scobie to court, attach a cymbal to the top of his head, and bang it  every time the Pinocc…",-1,1,0
256,1623280358136455169,EN,"RT @ihateeatingrice: Hey @netflix you've got mail!!
We Malaysians are kinda a bit lambat to respond, but it's ""better late than never"". Sam…",-1,3,1
257,1623280342445723648,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
258,1623280337324474369,EN,"RT @MichyKat: I'm still not over this. It's true. So many of my friends hadn't even heard of Warrior Nun and now that they watched it, they…",-1,2,1
259,1623280335374143488,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix https://t.co/aRuYEjDw0q",-1,2,1
260,1623280300443987969,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
266,1623280096143351810,EN,"I love 😭😭

#LockwoodAndCo #renewlockwoodandco @NetflixUK @netflix https://t.co/u0s4Ldi2OH",-1,3,1
267,1623280063864086528,EN,RT @netflix: Talent clearly runs in the Holland family https://t.co/fXWWyU8Vlf,-1,2,1
268,1623280052506091520,EN,"@AlexeiRomanov13 @MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle Whats the bet, they pay for her silence !?",-1,2,1
269,1623280002803302400,EN,"Oh my Godddd do they know something??? 😭😂

#LockwoodAndCo #renewlockwoodandco @NetflixUK @netflix https://t.co/P9rKCBk0aS",-1,2,1
270,1623279982146637824,EN,"RT @psychopathicgay: Better not test us. @netflix

NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun https://t.co/Bf8k9KpDVk",-1,2,1
272,1623279922654461954,EN,"@mudassir_faiza @netflix Ok, your comment seems promising. 😃",-1,2,1
273,1623279844111925249,EN,"RT @hayanxstalgia: another reason why avatrice is so special @netflix

NETFLIX BRING BACK OCS #SaveWarriorNun #WarriorNun https://t.co/N1Md…",-1,2,1
275,1623279765347254273,EN,RT @netflix: Love is sharing a password.,-1,3,1
276,1623279749664743426,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix https://t.co/ilYhGJcCVX",-1,2,1
278,1623279719432224769,EN,"@AlexeiRomanov13 @MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle She is a very good liar, only certain questions can be asked. I am not confident that this will go well. They will have very strong lawyers.",-3,3,-1
279,1623279719406772226,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
281,1623279701270859777,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix https://t.co/VblxiTbsP4",-1,2,1
282,1623279675090010114,EN,"Attention everyone : We trend in 7 days i.e. Tuesday. February 14th. Make sure you tweet your support to #SellZSJLToNetflix
#SellSnyderVerseToNetflix.

IT IS IMPORTANT!!!!!!! @netflix
 https://t.co/RIMCkRn716",-1,2,1
284,1623279650922176512,EN,"RT @WnSavior: To throw fuel on the @netflix fire, The Order data team expands the promo story. Because of our love for Uncle Simon and good…",-1,3,1
285,1623279602775760901,EN,"RT @anthonylockwod: ⚠️ITS TIME TO RENEW⚠️
@NetflixUK @NetflixGeeked @netflix 
#LockwoodandCo https://t.co/61vFHtGkTZ",-1,1,0
286,1623279554528780288,EN,RT @jaytatum0: 👀☘️ #BillRussellLEGEND Out on @Netflix tomorrow https://t.co/0HHLKm4WHe,-1,1,0
287,1623279520949104640,EN,"RT @Hereforthebi: Come on @netflix we're not going anywhere. We're pretty loud for a 'small' audience right? Fix what you did. 

NETFLIX BR…",-1,3,1
288,1623279502905466880,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
290,1623279488732737536,EN,@MessyBoots2B @AnastasiaRoya20 @SpringBrad1 @HackneyBlack @Elliesmith1201 @PurpleR31869438 @TheFakeDuchess @BeeWilde2 @Planet654321 @ZacksGirl3 @MeAfter4 @aileenkelly40 @IzzWiz @lewebley1 @scammingduchess @Kaz70949137 @Debbie64298029 @panto12 @YouTube @sweetpetesmom @HomerElle @BaalambL @bettedavisthizz @DoriaRagland @netflix @princeharry @GBNEWS @looselips @Knesix @richardaeden @angelalevin1 @DailyMailUK @HaroldOfSussex @RoyalFamily @BBCNews @KensingtonRoyal @Telegraph @shamimabegum @joshbakerstory @BBCSounds @sarahconnor @mrmarkdolan @JustinWelby @churchofengland @SamanthaMarkle Meghan Markle makes @WallisSimpson look like a saint,-1,2,1
292,1623279420583690240,EN,RT @SkiiwalkerTweet: Went down to The Stone Quarry today.. 2/14 will be a day for all of us to come together and show just how strong we ar…,-1,1,0
293,1623279416271929346,EN,"RT @sheesh_eesh3: We are waiting @netflix 
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun https://t.co/iCyP5v7uft",-1,2,1
294,1623279374844956672,EN,"RT @ChaEunwooINTL: Further to #TrueBeauty drama launched on @Netflix (select countries) ranking #8 GLOBALLY, #CHAEUNWOO's #Instagram follow…",-1,1,0
295,1623279369673396225,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
296,1623279359057358850,EN,"RT @AngieR0: @netflix LOL 😂 so in a around about way you will help promote a show that’s not even yours!?

BRO that #1 show is a Netflix or…",-1,3,1
297,1623279357585395712,EN,RT @Leah_WarriorNun: Hey @netflix remember this show you decided to prematurely cancel? Cause it has a “small audience” &amp; a “big budget”! Y…,-2,2,-1
298,1623279345459695618,EN,"RT @Leah_WarriorNun: Bringing back some classic [Project Smiles] to help boost the tag! 

Wonder are @netflix sick of their view yet?! 👀😂…",-3,2,-1
299,1623279340506030081,EN,"RT @warriornunchile: Heyyy we're back @netflix 

NETFLIX BRING BACK OCS
#WarriorNun #SaveWarriorNun #wlw https://t.co/vccAsB7Oeg",-1,3,1
300,1623279323741388800,EN,@rapidodraws @KnivesOut @netflix @JanelleMonae She looks even prettier...,-1,3,1
301,1623279318238433283,EN,"RT @Avatrice_mylife: You took the healthiest couple in history from us @netflix
NETFLIX BRING BACK OCS 
#SaveWarriorNun #WarriorNun #wlw ht…",-1,2,1
302,1623279292703449089,EN,@allquietmovie @netflix It was so brutal it took me days to get through it.,-3,1,-1
304,1623279211262935042,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
305,1623279204669464577,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
306,1623279175464361986,EN,"RT @netflix: Together we will find everything that we're looking for!

ONE PIECE premieres 2023 https://t.co/GF5T278iTx",-1,2,1
307,1623279159568105475,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
308,1623279141909938180,EN,"RT @LucelSargent: We will keep fighting.. You want war? WE GIVE YOU WAR !! 🔥💪🖤⚔️ @netflix 
#WarriorNun  #SaveWarriorNun 
NETFLIX BRING BACK…",-4,2,-1
310,1623279106128515072,EN,"@netflix NETFLIX BRING BACK OCS
#SaveWarriorNun #WarriorNun",-1,2,1
311,1623279078575861760,EN,RT @netflix: Netflix and @GM give EVs the stage the deserve this Sunday! #EverybodyIn #EVsOnScreen https://t.co/wY3JENJnqD https://t.co/TvF…,-1,2,1
312,1623279076864557063,EN,"@netflix @SteveBlackmanTV @Ritu_Arya_ @TheElliotPage @DavidCastanedaJ @justinhmin I can't wait to watch it, sure it will be something interesting and fascinating to our minds",-1,2,1
314,1623279026185043968,EN,RT @Ellsisbored: Warrior Nun deserves to have its story continued. It’s story is too important to be lost to a unjust cancellation @netflix…,-2,1,-1
315,1623278989178466306,EN,RT @mindykaling: I absolutely love From Scratch on @netflix. It’s so romantic and perfect. Congrats @TembiLocke @atticalocke @zoesaldana!!…,-1,4,1
316,1623278956630925313,EN,RT @AshokSuryaOff03: Let’s enjoy #Thunivu on @netflix 🤝🙂 and let’s anticipate #Ak62 announcement. #LetsRace,-1,3,1
318,1623278904030167040,EN,"RT @netflix: If it's been a minute since you last watched Emma Stone and Ryan Gosling dazzle in La La Land, the magical movie musical is no…",-1,1,0
319,1623278856345108480,EN,"RT @rameshlaus: The King is ruling the jungle..

#AK 's #Thunivu is now playing on @netflix https://t.co/ysxNGH2bQi",-1,2,1
320,1623278825336459265,EN,"RT @OfficialJLD: YOU PEOPLE is the #1 movie on @netflix in 73 countries?!?! What the hell? Let's gooooo!!!!!
You can watch it now #onlyonNe…",-2,3,1
